row_id,kind,label,source_path,package_relative_path,size_bytes,sha256,decision,notes
paper-2020-09,paper,Final/published Transport Findings PDF reference copy,/Users/dlev2617/Documents/Papers/~05-Published/Findings/Findings - Logistic Curve Models of CO2 Accumulation/TF V2/Logistic_Curve_Models_of_CO2_Accumulation__V2_.pdf,paper/Logistic_Curve_Models_of_CO2_Accumulation__V2_.pdf,527357,4b47b1f6beac7e150cb3524afd7857a4033affc4aa4b3692ea6518698899694b,copied,Included for package review convenience; publisher terms apply to redistribution.
paper-2020-09,documentation,source reproduction README,/Users/dlev2617/Documents/Reproducibility/logistic-co2-accumulation/README.md,documentation/README_SOURCE_REPRODUCTION.md,3723,bfa04fdaaebdb679d2d83b0e64f7e3fe687bf73b1abfa5793e1455f39fa4a4f9,copied,Selected as part of the paper-aligned 2020 reproduction package.
paper-2020-09,code,Python reproduction script,/Users/dlev2617/Documents/Reproducibility/logistic-co2-accumulation/reproduce_paper_curves.py,code/reproduce_paper_curves.py,21869,f21e64cc7662538c2121f02c9f3dd8e6a0c97be4aea7921e99cdf2d2c19ed9c8,copied,Selected as part of the paper-aligned 2020 reproduction package.
paper-2020-09,code,Python package requirements,/Users/dlev2617/Documents/Reproducibility/logistic-co2-accumulation/documentation/requirements.txt,documentation/requirements.txt,17,9eebce20a0961087e8eadc0a6324b3f487304863324d209ccceabc51aa1f55e5,copied,Selected as part of the paper-aligned 2020 reproduction package.
paper-2020-09,data,Scripps Mauna Loa monthly CO2 working copy used for the 2020 reproduction,/Users/dlev2617/Documents/Reproducibility/logistic-co2-accumulation/data/monthly_in_situ_co2_mlo.csv,data/monthly_in_situ_co2_mlo.csv,75676,d01f7d29203f6556205a659a98dd0860475143c0f08ecde2fa2c297a440d06cd,copied,Selected as part of the paper-aligned 2020 reproduction package.
paper-2020-09,paper_source,LaTeX source for inspected manuscript/paper,/Users/dlev2617/Documents/Reproducibility/logistic-co2-accumulation/paper/main.tex,paper/source/main.tex,15111,19be8eaf674bcb39050edde3aa5fbdc5180b9c4775e8cfc5eae4fa4f29fa0fb7,copied,Selected as part of the paper-aligned 2020 reproduction package.
paper-2020-09,paper_source,Bibliography used by paper source,/Users/dlev2617/Documents/Reproducibility/logistic-co2-accumulation/paper/bibliography.bib,paper/source/bibliography.bib,4957,994ae36e2d3776e918e473c2363cf43e00e9e3abf4715042fb6860f0f77be4dd,copied,Selected as part of the paper-aligned 2020 reproduction package.
paper-2020-09,paper_source,Original paper figure image,/Users/dlev2617/Documents/Reproducibility/logistic-co2-accumulation/paper/CO2-S-Curve.jpg,paper/source/CO2-S-Curve.jpg,361012,8d230470a8bc20856a8def923773ddd729f856c3f21a963b023d955316404f0f,copied,Selected as part of the paper-aligned 2020 reproduction package.
paper-2020-09,verification_output,Reproduced parameter table matching paper table values,/Users/dlev2617/Documents/Reproducibility/logistic-co2-accumulation/2020_reproduction_outputs/tables/reproduced_parameters.csv,code/legacy/outputs/2020_reproduction/tables/reproduced_parameters.csv,1047,8b3c53567a1e1760264cd3bceb2328b733394fc660aa6d09dce1b14b9342fcba,copied,Selected as part of the paper-aligned 2020 reproduction package.
paper-2020-09,verification_output,Reproduced RMSE matrix,/Users/dlev2617/Documents/Reproducibility/logistic-co2-accumulation/2020_reproduction_outputs/tables/reproduced_rmse_matrix.csv,code/legacy/outputs/2020_reproduction/tables/reproduced_rmse_matrix.csv,390,a0078649820c8f78c859f7a040aaefcd0910743acc0cc136833244c2001a5768,copied,Selected as part of the paper-aligned 2020 reproduction package.
paper-2020-09,verification_output,Monthly curve points generated by the reproduction script,/Users/dlev2617/Documents/Reproducibility/logistic-co2-accumulation/2020_reproduction_outputs/tables/reproduced_curve_points.csv,code/legacy/outputs/2020_reproduction/tables/reproduced_curve_points.csv,99569,4c378c36d7d3ba694e7a0833a6107b6a900827eff7137decab1a71c732aa15a3,copied,Selected as part of the paper-aligned 2020 reproduction package.
paper-2020-09,verification_output,Reproduced curve figure,/Users/dlev2617/Documents/Reproducibility/logistic-co2-accumulation/2020_reproduction_outputs/figures/reproduced_co2_s_curve.png,code/legacy/outputs/2020_reproduction/figures/reproduced_co2_s_curve.png,182348,a8f4588c8f26621654b2d396bb9502bad5f0182506b11219b1d6e8b237f03a11,copied,Selected as part of the paper-aligned 2020 reproduction package.
